Iteration,Fold #,Raw Loss,BNorm Loss,Raw Accuracy,BNorm Accuracy,Raw Precision,BNorm Precision,Raw Recall,BNorm Recall
1.0,1.0,0.633722722530365,0.01965949870646,0.5952380895614624,0.523809552192688,0.0,0.36363636363636365,0.0,0.23529411764705882
1.0,2.0,0.6419142484664917,0.009212718345224857,0.6428571343421936,0.4761904776096344,0.0,0.29411764705882354,0.0,0.3333333333333333
1.0,3.0,0.6563919186592102,0.169087216258049,0.738095223903656,0.4761904776096344,0.0,0.21052631578947367,0.0,0.36363636363636365
1.0,4.0,0.637898862361908,0.009450566954910755,0.6190476417541504,0.5714285969734192,0.0,0.42857142857142855,0.0,0.375
1.0,5.0,0.6481876969337463,0.008899830281734467,0.6829268336296082,0.6097561120986938,0.0,0.4,0.0,0.46153846153846156
2.0,1.0,0.6457704305648804,0.008745353668928146,0.6666666865348816,0.6666666865348816,0.0,0.5,0.0,0.42857142857142855
2.0,2.0,0.6378886699676514,0.007373408414423466,0.6190476417541504,0.5,0.0,0.3684210526315789,0.0,0.4375
2.0,3.0,0.641914427280426,0.032373640686273575,0.6428571343421936,0.5952380895614624,0.0,0.4375,0.0,0.4666666666666667
2.0,4.0,0.6293843984603882,0.05643478035926819,0.5714285969734192,0.5476190447807312,0.0,0.47368421052631576,0.0,0.5
2.0,5.0,0.6615632176399231,0.011119550094008446,0.7804877758026123,0.6829268336296082,0.0,0.3888888888888889,0.0,0.7777777777777778
3.0,1.0,0.6337228417396545,0.009102205745875835,0.5952380895614624,0.4523809552192688,0.0,0.35,0.0,0.4117647058823529
3.0,2.0,0.6494683027267456,0.023461541160941124,0.6666666865348816,0.6428571343421936,0.0,0.45,0.0,0.6923076923076923
3.0,3.0,0.6457704901695251,0.03959277272224426,0.6666666865348816,0.4761904776096344,0.0,0.21428571428571427,0.0,0.21428571428571427
3.0,4.0,0.6378989219665527,0.008966195397078991,0.6190476417541504,0.5714285969734192,0.0,0.4166666666666667,0.0,0.3125
3.0,5.0,0.651762843132019,0.012286711484193802,0.707317054271698,0.5609756112098694,0.0,0.35,0.0,0.5833333333333334
4.0,1.0,0.6494684815406799,0.007350134197622538,0.6904761791229248,0.5952380895614624,0.0,0.3888888888888889,0.0,0.5384615384615384
4.0,2.0,0.649466872215271,0.015710094943642616,0.6904761791229248,0.4761904776096344,0.0,0.2,0.0,0.23076923076923078
4.0,3.0,0.6337228417396545,0.0603964626789093,0.5952380895614624,0.7142857313156128,0.0,0.6923076923076923,0.0,0.5294117647058824
4.0,4.0,0.6419141888618469,0.01001754030585289,0.6428571343421936,0.5714285969734192,0.0,0.42105263157894735,0.0,0.5333333333333333
4.0,5.0,0.6444570422172546,0.006421000696718693,0.6585366129875183,0.6829268336296082,0.0,0.5333333333333333,0.0,0.5714285714285714
5.0,1.0,0.629384458065033,0.01033645961433649,0.5714285969734192,0.4761904776096344,0.0,0.35714285714285715,0.0,0.2777777777777778
5.0,2.0,0.6596261262893677,0.008587252348661423,0.761904776096344,0.5476190447807312,0.0,0.2857142857142857,0.0,0.6
5.0,3.0,0.6457705497741699,0.012923975475132465,0.6666666865348816,0.5714285969734192,0.0,0.3333333333333333,0.0,0.2857142857142857
5.0,4.0,0.6457706093788147,0.011266830377280712,0.6666666865348816,0.4761904776096344,0.0,0.2777777777777778,0.0,0.35714285714285715
5.0,5.0,0.6365247368812561,0.0069776675663888454,0.6097561120986938,0.6829268336296082,0.0,0.6153846153846154,0.0,0.5
6.0,1.0,0.6494684219360352,0.017610594630241394,0.6904761791229248,0.5,0.0,0.2777777777777778,0.0,0.38461538461538464
6.0,2.0,0.6248825192451477,0.011312846094369888,0.5476190447807312,0.5952380895614624,0.0,0.5416666666666666,0.0,0.6842105263157895
6.0,3.0,0.6530095934867859,0.010802142322063446,0.7142857313156128,0.523809552192688,0.0,0.3333333333333333,0.0,0.6666666666666666
6.0,4.0,0.6530095934867859,0.014274494722485542,0.7142857313156128,0.4523809552192688,0.0,0.23809523809523808,0.0,0.4166666666666667
6.0,5.0,0.6365142464637756,0.00461485655978322,0.6097561120986938,0.6341463327407837,0.0,0.5333333333333333,0.0,0.5
7.0,1.0,0.633722722530365,0.02775709331035614,0.5952380895614624,0.5714285969734192,0.0,0.47368421052631576,0.0,0.5294117647058824
7.0,2.0,0.6563950777053833,0.012040909379720688,0.738095223903656,0.5952380895614624,0.0,0.36363636363636365,0.0,0.7272727272727273
7.0,3.0,0.6530096530914307,0.020993292331695557,0.7142857313156128,0.6904761791229248,0.0,0.47058823529411764,0.0,0.6666666666666666
7.0,4.0,0.6337202787399292,0.009772369638085365,0.5952380895614624,0.5714285969734192,0.0,0.4444444444444444,0.0,0.23529411764705882
7.0,5.0,0.6405701041221619,0.006941918283700943,0.6341463327407837,0.5365853905677795,0.0,0.3333333333333333,0.0,0.26666666666666666
8.0,1.0,0.6378989815711975,0.009587432257831097,0.6190476417541504,0.5476190447807312,0.0,0.42857142857142855,0.0,0.5625
8.0,2.0,0.6419143080711365,0.008317578583955765,0.6428571343421936,0.5952380895614624,0.0,0.42857142857142855,0.0,0.4
8.0,3.0,0.6457714438438416,0.00903396587818861,0.6666666865348816,0.4285714328289032,0.0,0.25,0.0,0.35714285714285715
8.0,4.0,0.6457704305648804,0.00752335274592042,0.6666666865348816,0.4523809552192688,0.0,0.23529411764705882,0.0,0.2857142857142857
8.0,5.0,0.6481804847717285,0.014452237635850906,0.6829268336296082,0.5121951103210449,0.0,0.29411764705882354,0.0,0.38461538461538464
9.0,1.0,0.6530036926269531,0.011002734303474426,0.7142857313156128,0.523809552192688,0.0,0.3181818181818182,0.0,0.5833333333333334
9.0,2.0,0.6248737573623657,0.007829437032341957,0.5476190447807312,0.5476190447807312,0.0,0.5,0.0,0.42105263157894735
9.0,3.0,0.633722722530365,0.011684957891702652,0.5952380895614624,0.5,0.0,0.4090909090909091,0.0,0.5294117647058824
9.0,4.0,0.6457722783088684,0.010164906270802021,0.6666666865348816,0.5714285969734192,0.0,0.375,0.0,0.42857142857142855
9.0,5.0,0.6584516763687134,0.009218460880219936,0.7560975551605225,0.5853658318519592,0.0,0.29411764705882354,0.0,0.5
10.0,1.0,0.6378887295722961,0.005756845697760582,0.6190476417541504,0.6904761791229248,0.0,0.6666666666666666,0.0,0.375
10.0,2.0,0.6530097126960754,0.00992492027580738,0.7142857313156128,0.6666666865348816,0.0,0.42857142857142855,0.0,0.5
10.0,3.0,0.6248825788497925,0.008298075757920742,0.5476190447807312,0.523809552192688,0.0,0.46153846153846156,0.0,0.3157894736842105
10.0,4.0,0.6530097723007202,0.008983082138001919,0.7142857313156128,0.5476190447807312,0.0,0.36,0.0,0.75
10.0,5.0,0.6481878757476807,0.010595934465527534,0.6829268336296082,0.4878048896789551,0.0,0.3333333333333333,0.0,0.6153846153846154
